Notice Date,Effective Date,Received Date,Company,City,County,Employees,Layoff/Closure
03/25/2020,03/19/2020,04/07/2020,Cohn Restaurant Group,San Diego,San Diego County,1358,Layoff Permanent
06/17/2020,03/17/2020,04/07/2020,"VANCE BROWN, INC",Palo Alto,Santa Clara County,101,Layoff Temporary
03/23/2020,03/25/2020,04/06/2020,Sheraton Cerritos At Towne Center,Cerritos,Los Angeles County,90,Layoff Temporary
03/25/2020,03/24/2020,04/06/2020,MG JV LLC dba Majordomo,Los Angeles,Los Angeles County,3,Closure Temporary
03/24/2020,03/23/2020,04/06/2020,"First Motor Group of Los Angeles LLC, KIADowntown Los Angeles",Los Angeles,Los Angeles County,5,Layoff Permanent
03/20/2020,03/31/2020,04/06/2020,Galpin Motors Inc.,San Fernando,Los Angeles County,119,Layoff Temporary
03/19/2020,03/23/2020,04/06/2020,"Hawaiian Host Candies of L.A., Inc.",Gardena,Los Angeles County,57,Layoff Temporary
03/19/2020,03/23/2020,04/06/2020,Kace Entertainment dba VOX DJs,Torrance,Los Angeles County,133,Layoff Temporary
03/19/2020,03/16/2020,04/06/2020,Embassy Suites by Hilton San Rafael MarinCounty,San Rafael,Marin County,90,Layoff Temporary
03/24/2020,03/24/2020,04/06/2020,"Bella Collina San Clemente, LLC",San Clemente,Orange County,69,Layoff Temporary
03/24/2020,03/20/2020,04/06/2020,Oremor of Tustin Inc. dba Tustin Toyota,Tustin,Orange County,66,Layoff Temporary
03/19/2020,03/17/2020,04/06/2020,Paragary's,Sacramento,Sacramento County,41,Layoff Temporary
03/25/2020,03/26/2020,04/06/2020,"Run Together, LLC dba Fleet Feet",Sacramento,Sacramento County,103,Layoff Temporary
03/23/2020,03/17/2020,04/06/2020,Centro Cocina Mexicana,Sacramento,Sacramento County,41,Layoff Temporary
03/24/2020,03/18/2020,04/06/2020,Cafe Bernardo - Pavilions,Sacramento,Sacramento County,52,Layoff Temporary
03/24/2020,03/18/2020,04/06/2020,Cafe Bernardo - R15,Sacramento,Sacramento County,48,Layoff Temporary
03/24/2020,03/18/2020,04/06/2020,Paragary's Bakery,Sacramento,Sacramento County,5,Layoff Temporary
03/25/2020,03/24/2020,04/06/2020,Hotel Solamar San Diego,San Diego,San Diego County,99,Closure Temporary
03/17/2020,03/17/2020,04/06/2020,376 5th LLC (Lumi/Huntress),San Diego,San Diego County,1,Layoff Temporary
03/17/2020,03/17/2020,04/06/2020,535 5th LLC,San Diego,San Diego County,1,Layoff Temporary
03/17/2020,03/17/2020,04/06/2020,MarketSB (Side Bar),San Diego,San Diego County,1,Layoff Temporary
03/19/2020,03/18/2020,04/06/2020,"Coronado Brewing Company, Inc.",Coronado,San Diego County,122,Layoff Temporary
03/21/2020,03/21/2020,04/06/2020,Joe's Union LP,San Francisco,San Francisco County,110,Layoff Permanent
03/20/2020,03/15/2020,04/06/2020,"Lucky Business Services, Inc.",San Francisco,San Francisco County,220,Layoff Temporary
03/24/2020,03/15/2020,04/06/2020,Lucky Chances Casino,Daly City,San Mateo County,489,Layoff Temporary
03/24/2020,03/25/2020,04/06/2020,Coastal Nursery,Watsonville,Santa Cruz County,110,Layoff Temporary
03/24/2020,03/20/2020,04/06/2020,"S. E. Hopkins, Inc. dba Hopkins Acura ofFairfield",Fairfield,Solano County,7,Closure Temporary
03/24/2020,03/20/2020,04/06/2020,"Steve Hopkins, Inc. dba Steve Hopkins Honda",Fairfield,Solano County,23,Closure Temporary
03/24/2020,03/18/2020,04/06/2020,Cafe Bernardo,Davis,Yolo County,46,Layoff Temporary
03/19/2020,03/19/2020,04/06/2020,HMSHost - El Segundo,El Segundo,Los Angeles County,800,Layoff Temporary
03/21/2020,03/21/2020,04/06/2020,Hyatt Regency Newport Beach,Newport Beach,Orange County,213,Closure Temporary
03/22/2020,03/23/2020,04/06/2020,Loews Coronado Bay Resort,Coronado,San Diego County,451,Closure Temporary
03/23/2020,03/16/2020,04/06/2020,"Highgate Hotels, L.P. Hotel Diva",San Francisco,San Francisco County,41,Layoff Temporary
03/20/2020,03/16/2020,04/06/2020,"Highgate Hotels, L.P., Hotel Union Square",San Francisco,San Francisco County,36,Layoff Temporary
03/24/2020,03/26/2020,04/06/2020,Golden Gate Scenic Steamship Corporationdba Red and White Fleet,San Francisco,San Francisco County,33,Closure Temporary
03/25/2020,03/23/2020,04/06/2020,"NEG282, DBA Death Valley Lodging Company",Death Valley,Inyo County,72,Layoff Temporary
03/20/2020,03/20/2020,04/06/2020,"Sinclair Printing, a CJK Group, Inc.",Los Angeles,Los Angeles County,100,Closure Temporary
03/25/2020,03/23/2020,04/06/2020,"Cloudless Skies, LLC",Mill Valley,Marin County,15,Layoff Temporary
03/24/2020,03/25/2020,04/06/2020,The Estate Yountville dba Villagio & VintageHouse,Yountville,Napa County,156,Layoff Temporary
03/19/2020,03/18/2020,04/06/2020,"Cirks Construction, Inc. dba KDC Construction",Anaheim,Orange County,1,Layoff Permanent
03/25/2020,03/23/2020,04/06/2020,"Snow Mountain, LLC",Chester,Plumas County,3,Layoff Temporary
03/25/2020,03/18/2020,04/06/2020,SJS Enterprises Inc.,Chino,San Bernardino County,113,Layoff Temporary
03/19/2020,03/22/2020,04/06/2020,Go Rentals's,San Diego,San Diego County,6,Layoff Temporary
03/25/2020,03/24/2020,04/06/2020,Paradise Point Resort,San Diego,San Diego County,478,Layoff Temporary
03/24/2020,03/23/2020,04/06/2020,Dos Gringos,Vista,San Diego County,1,Layoff Temporary
03/25/2020,03/18/2020,04/06/2020,D&G Sports Ventures LLC,Lakeside,San Diego County,15,Layoff Temporary
03/25/2020,03/23/2020,04/06/2020,Stow Lake Boat House,San Francisco,San Francisco County,12,Layoff Temporary
03/19/2020,03/22/2020,04/06/2020,Go Rentals',San Jose,Santa Clara County,3,Layoff Temporary
03/17/2020,03/18/2020,04/06/2020,Verve Coffee Roasters,Santa Cruz,Santa Cruz County,152,Closure Temporary
06/23/2020,04/06/2020,04/06/2020,MV Transportation,Fairfield,Solano County,39,Layoff Temporary
03/20/2020,03/20/2020,04/06/2020,Moon Valley Nurseries,Fillmore,Ventura County,8,Layoff Permanent
03/21/2020,03/24/2020,04/03/2020,"Crestline Hotels & Resorts, LLC. HiltonCheckers Los Angeles",Los Angeles,Los Angeles County,53,Layoff Temporary
03/24/2020,03/16/2020,04/03/2020,"CAMERON MITCHELL RESTAURANTS, LLC(&quot;CRM&quot;)",Beverly Hills,Los Angeles County,150,Layoff Temporary
03/24/2020,03/24/2020,04/03/2020,The Companies of Nassal-Lexington Facilties,Pacoima,Los Angeles County,68,Layoff Temporary
03/20/2020,03/13/2020,04/03/2020,Warner Center Marriott Woodland Hills,Woodland Hills,Los Angeles County,173,Layoff Temporary
03/19/2020,03/13/2020,04/03/2020,YMCA of Orange County,Santa Ana,Orange County,28,Layoff Temporary
03/21/2020,03/21/2020,04/03/2020,Azul Hospitality - Gaslamp LLC dba Red LionAnaheim Resort,Anaheim,Orange County,63,Closure Temporary
03/24/2020,03/25/2020,04/03/2020,MARRIOTT FULLERTON,Fullerton,Orange County,71,Layoff Temporary
03/23/2020,03/23/2020,04/03/2020,"Golden Gate America West, LLC",Newport Beach,Orange County,119,Layoff Temporary
03/23/2020,03/21/2020,04/03/2020,Azul Hospitality - PH LLC dba MarriottRiverside at the Convention Center,Riverside,Riverside County,112,Closure Temporary
03/21/2020,03/31/2020,04/03/2020,South Coast Winery Resort & Spa,Temecula,Riverside County,205,Closure Unknown at thistime
03/21/2020,04/01/2020,04/03/2020,Carter Estate Winery and Resort,Temecula,Riverside County,24,Closure Unknown at thistime
03/24/2020,03/23/2020,04/03/2020,"Contour Dermatology and Cosmetic SurgeryMedical Center, APC",Rancho Mirage,Riverside County,45,Layoff Temporary
03/24/2020,03/24/2020,04/03/2020,"The Grove Highway 156, Inc.",Hollister,San Benito County,36,Layoff Temporary
03/24/2020,03/24/2020,04/03/2020,"Leal Vineyards, Inc.",Hollister,San Benito County,65,Layoff Temporary
03/23/2020,03/21/2020,04/03/2020,Azul Hospitality - PH LLC dba Comfort Inn &Suites San Diego Zoo & Sea World,San Diego,San Diego County,46,Closure Temporary
03/23/2020,03/21/2020,04/03/2020,Azul Hospitality - PH LLC dba Courtyard byMarriott Solana Beach,Solana Beach,San Diego County,31,Closure Temporary
03/23/2020,03/21/2020,04/03/2020,Azul Hospitality - PH LLC dba Days InnEncinitas,Encinitas,San Diego County,21,Closure Temporary
03/23/2020,03/21/2020,04/03/2020,Azul Hospitality - PH LLC dba Four Points bySheraton San Diego Downtown,San Diego,San Diego County,46,Closure Temporary
03/20/2020,03/20/2020,04/03/2020,THE GRASS SKIRT,San Diego,San Diego County,69,Closure Temporary
03/20/2020,03/20/2020,04/03/2020,FIREHOUSE RESTAURANT AND LOUNGEINC,San Diego,San Diego County,87,Closure Temporary
03/21/2020,03/21/2020,04/03/2020,Azul Hospitality - Gaslamp LLC dba CourtyardSan Diego Gaslamp-Conv Center,San Diego,San Diego County,49,Closure Temporary
03/21/2020,03/21/2020,04/03/2020,Azul Hospitality - Gaslamp LLC dba Moxy SanDiego,San Diego,San Diego County,43,Closure Temporary
03/21/2020,03/21/2020,04/03/2020,Azul Hospitality - Gaslamp LLC dba Pantai Inn,La Jolla,San Diego County,34,Closure Temporary
03/20/2020,03/25/2020,04/03/2020,"HOSPITALITY TEAM MEMBERS, INC",Vista,San Diego County,85,Layoff Temporary
03/22/2020,03/23/2020,04/03/2020,"Hotel SLO, LLC",San Luis Obispo,San Luis Obispo County,136,Closure Temporary
03/21/2020,03/21/2020,04/03/2020,Joe's Westside LP,Daly City,San Mateo County,169,Layoff Permanent
03/20/2020,03/13/2020,04/03/2020,Hyatt Centric Santa Barbara,Santa Barbara,Santa Barbara County,48,Layoff Temporary
03/23/2020,03/25/2020,04/03/2020,Santa Barbara Zoo,Santa Barbara,Santa Barbara County,120,Closure Unknown at thistime
03/24/2020,03/24/2020,04/03/2020,Granada Theatre,Morgan Hill,Santa Clara County,13,Layoff Temporary
03/24/2020,03/24/2020,04/03/2020,"Holt Wines, Inc. (dba Sycamore CreekVineyards)",Soquel,Santa Cruz County,13,Layoff Temporary
03/20/2020,03/20/2020,04/03/2020,Bodega Bay Lodge,Bodega Bay,Sonoma County,111,Closure Temporary
03/21/2020,03/20/2020,04/03/2020,Residence Inn Oxnard,Oxnard,Ventura County,60,Layoff Unknown at thistime
03/24/2020,03/13/2020,04/03/2020,"Reel Security California, Inc",Sherman Oaks,Los Angeles County,470,Layoff Temporary
03/24/2020,03/24/2020,04/03/2020,Airport Management Services and HudsonGroup dba Los Angeles International Airport(LAX),Los Angeles,Los Angeles County,165,Layoff Permanent
03/22/2020,03/20/2020,04/03/2020,"Southern California Off-Track Wagering, Inc.Pari-Mutuel Operations",Arcadia,Los Angeles County,178,Closure Temporary
03/20/2020,03/30/2020,04/03/2020,"Brentwood Originals, Inc.",Carson,Los Angeles County,153,Layoff Permanent
03/21/2020,03/24/2020,04/03/2020,"Crestline Hotels & Resorts, LLC Hilton GardenInn Monterey",Monterey,Monterey County,55,Layoff Temporary
03/23/2020,03/10/2020,04/03/2020,"Kyo-Ya Ohana, LLC, DBA The Palace Hotel",San Francisco,San Francisco County,774,Layoff Temporary
03/19/2020,03/19/2020,04/03/2020,Hyatt Place San Jose Downtown,San Jose,Santa Clara County,65,Layoff Temporary
03/24/2020,03/25/2020,04/03/2020,Brentwood Art Center,Los Angeles,Los Angeles County,118,Layoff Temporary
03/24/2020,03/11/2020,04/03/2020,Academy of Art University,San Francisco,San Francisco County,132,Layoff Temporary
03/21/2020,03/22/2020,04/03/2020,Grand Hyatt San Francisco,San Francisco,San Francisco County,347,Closure Temporary
03/21/2020,03/20/2020,04/02/2020,Courtyard by Marriott Newark Silicon Valley,Newark,Alameda County,62,Layoff Unknown at thistime
03/21/2020,03/20/2020,04/02/2020,Courtyard by Marriott Oakland Airport,Oakland,Alameda County,55,Layoff Temporary
03/21/2020,03/22/2020,04/02/2020,Waterfront Hotel,Oakland,Alameda County,75,Layoff Temporary
03/23/2020,03/25/2020,04/02/2020,Techstyles Sportswear LLC,Hayward,Alameda County,73,Closure Temporary
03/22/2020,03/18/2020,04/02/2020,MAMA MANAGEMENT,Los Angeles,Los Angeles County,100,Layoff Temporary
03/23/2020,03/20/2020,04/02/2020,"VH Property Corp., d/b/a Trump National GolfClub",Rancho Palos Verdes,Los Angeles County,117,Layoff Temporary
03/24/2020,03/17/2020,04/02/2020,"Adecco USA, Inc. at Michael Kors",Whittier,Los Angeles County,170,Layoff Temporary
03/23/2020,04/23/2020,04/02/2020,Trophy Automotive Dealer Group LLC DBAFirst Motor Group of Los Angeles LLC,Glendale,Los Angeles County,114,Closure Temporary
03/23/2020,03/23/2020,04/02/2020,Rusnak Group,Arcadia,Los Angeles County,37,Layoff Temporary
03/23/2020,03/23/2020,04/02/2020,Trophy Automotive Dealer Group LLC,Glendale,Los Angeles County,43,Layoff Temporary
03/23/2020,03/23/2020,04/02/2020,Trophy Automotive Dealer Group LLC,Glendale,Los Angeles County,89,Layoff Temporary
03/23/2020,03/23/2020,04/02/2020,Trophy Automotive Dealer Group LLC,Glendale,Los Angeles County,123,Layoff Temporary
03/24/2020,03/20/2020,04/02/2020,"Swisstex Direct, LLC",Los Angeles,Los Angeles County,9,Layoff Temporary
03/03/2020,03/20/2020,04/02/2020,Swisstex California Inc,Los Angeles,Los Angeles County,124,Layoff Temporary
03/03/2020,03/31/2020,04/02/2020,Galpin Motors,Los Angeles,Los Angeles County,37,Layoff Temporary
03/20/2020,03/21/2020,04/02/2020,"R.A. Phillips Industries, Inc.",Santa Fe Springs,Los Angeles County,240,Layoff Temporary
03/20/2020,03/31/2020,04/02/2020,"GALPIN MOTORS, INC.",North Hills,Los Angeles County,350,Layoff Temporary
03/20/2020,03/20/2020,04/02/2020,NickCo Hospitality LLC dba Nick&rsquo;s on2nd,Long Beach,Los Angeles County,81,Layoff Temporary
03/20/2020,03/20/2020,04/02/2020,NickCo Hospitality LLC dba Nick&rsquo;sSouth Lake Avenue,Pasadena,Los Angeles County,66,Layoff Temporary
03/20/2020,03/20/2020,04/02/2020,Insta-Lettering Machine Co.,Cerritos,Los Angeles County,49,Layoff Temporary
03/14/2020,03/14/2020,04/02/2020,North Plaza Restaurant Partners dba DragoCentro,Los Angeles,Los Angeles County,70,Closure Unknown at thistime
03/16/2020,03/16/2020,04/02/2020,6610 Melrose Management LLC dba ChiSpacca,Los Angeles,Los Angeles County,18,Layoff Unknown at thistime
03/16/2020,03/16/2020,04/02/2020,PIZZERIA MOZZA,Los Angeles,Los Angeles County,96,Layoff Permanent
03/19/2020,03/19/2020,04/02/2020,Village Mexican Restaurant dba XOC TequilaGrill,Woodland Hills,Los Angeles County,59,Closure Unknown at thistime
03/19/2020,03/19/2020,04/02/2020,Frida Americana Restaurant LLC dba FridaAmericana,Glendale,Los Angeles County,94,Closure Unknown at thistime
03/21/2020,03/21/2020,04/02/2020,"Walt's Wharf, Inc.",Seal Beach,Orange County,82,Closure Unknown at thistime
03/23/2020,03/18/2020,04/02/2020,SENDER ONE,Santa Ana,Orange County,49,Layoff Temporary
03/23/2020,03/23/2020,04/02/2020,Anaheim Hills Jaguar Land Rover Inc.,Anaheim,Orange County,20,Layoff Temporary
03/23/2020,03/27/2020,04/02/2020,"DBA Restaurant 365 (DYN365, INC.)",Irvine,Orange County,80,Layoff Permanent
03/24/2020,03/20/2020,04/02/2020,I10 Chrysler Jeep Dodge Ram,Indio,Riverside County,20,Layoff Permanent
03/21/2020,03/21/2020,04/02/2020,Azul Hospitality - RB LLC dba Hyatt PalmSprings,Palm Springs,Riverside County,77,Closure Temporary
03/23/2020,03/23/2020,04/02/2020,Hyundai Inland Empire (RUSNAK CORP.),Loma Linda,San Bernardino County,8,Layoff Temporary
03/23/2020,03/23/2020,04/02/2020,ANTHONY'S FISH GROTTO,La Mesa,San Diego County,61,Closure Temporary
03/20/2020,04/20/2020,04/02/2020,KETTNER EXCHANGE,San Diego,San Diego County,121,Layoff Temporary
03/18/2020,03/18/2020,04/02/2020,Hotel Nia,Menlo Park,San Mateo County,127,Layoff Temporary
03/23/2020,03/23/2020,04/02/2020,Dinah's Garden Hotel,Palo Alto,Santa Clara County,50,Layoff Temporary
03/20/2020,03/20/2020,04/02/2020,Four Seasons Hotel Silicon Valley,Palo Alto,Santa Clara County,263,Layoff Temporary
03/23/2020,03/20/2020,04/02/2020,CHAMINADE RESORT AND SPA,Santa Cruz,Santa Cruz County,173,Layoff Temporary
03/23/2020,03/27/2020,04/02/2020,Compass,Sebastopol,Sonoma County,2,Layoff Permanent
03/23/2020,03/23/2020,04/02/2020,Rogers Jewelry Company,Visalia,Tulare County,6,Layoff Temporary
03/20/2020,03/20/2020,04/02/2020,The Walking Company,Westlake Village,Ventura County,25,Layoff Temporary
03/22/2020,03/27/2020,04/02/2020,BEI San Francisco,San Francisco,San Francisco County,106,Layoff Temporary
03/18/2020,03/17/2020,04/02/2020,Yosemite Ranch Steak House,Fresno,Fresno County,70,Layoff Temporary
03/20/2020,03/23/2020,04/02/2020,"Citizens of Humanity, LLC.",Huntington Park,Los Angeles County,186,Closure Temporary
03/20/2020,03/23/2020,04/02/2020,"CM Laundry, LLC",Gardena,Los Angeles County,130,Closure Temporary
03/20/2020,03/23/2020,04/02/2020,"Oheck, LLC",Huntington Park,Los Angeles County,211,Layoff Temporary
03/24/2020,03/23/2020,04/02/2020,"SAINT-GOBAIN, SEKURIT",Garden Grove,Orange County,110,Layoff Temporary
03/20/2020,03/21/2020,04/02/2020,Sun City Palm Desert Community Association,Palm Desert,Riverside County,92,Layoff Temporary
03/20/2020,03/17/2020,04/02/2020,"Feast California Cafe, LLC. dba Corner BakeryCafe",Carlsbad,San Diego County,122,Layoff Unknown at thistime
03/24/2020,03/24/2020,04/02/2020,Carte Hotel,San Diego,San Diego County,71,Layoff Temporary
03/24/2020,03/19/2020,04/02/2020,"PAG-Daly City, LLC, DBA City Toyota",Daly City,San Mateo County,53,Layoff Temporary
03/20/2020,03/20/2020,04/01/2020,Meyer Sound,Berkeley,Alameda County,233,Layoff Temporary
03/23/2020,03/23/2020,04/01/2020,Harold A. Steuber Enterprises dba AssociatedServices,San Leandro,Alameda County,103,Layoff Temporary
03/20/2020,03/20/2020,04/01/2020,The Garlic Company,Shafter,Kern County,193,Layoff Temporary
03/23/2020,03/23/2020,04/01/2020,Tri-Mountain,Irwindale,Los Angeles County,59,Layoff Temporary
03/23/2020,03/24/2020,04/01/2020,"Meribear Productions, Inc. dba Meredith BaerHome",South Gate,Los Angeles County,118,Layoff Unknown at thistime
03/20/2020,03/20/2020,04/01/2020,NickCo Hospitality LLC dba Nick&rsquo;sManhattan Beach,Manhattan Beach,Los Angeles County,79,Layoff Temporary
03/20/2020,03/14/2020,04/01/2020,Metis TPS LLC dba Commerce Casino,Commerce,Los Angeles County,500,Closure Permanent
03/20/2020,03/14/2020,04/01/2020,MG JV LLC dba Majordomo,Los Angeles,Los Angeles County,83,Closure Temporary
03/18/2020,03/18/2020,04/01/2020,"Verasa Management, LLC, dba The WestinVerasa Napa",Napa,Napa County,75,Layoff Temporary
03/18/2020,03/17/2020,04/01/2020,Mozza LLC dba Pizzeria Mozza,Newport Beach,Orange County,46,Layoff Unknown at thistime
03/20/2020,03/20/2020,04/01/2020,NickCo Hospitality LLC dba South ofNick&rsquo;s,Del Mar,Orange County,71,Layoff Temporary
03/20/2020,03/20/2020,04/01/2020,NickCo Hospitality LLC dba Nick&rsquo;s SanClemente,San Clemente,Orange County,70,Layoff Temporary
03/20/2020,03/20/2020,04/01/2020,NH1 LLC dba South Nick&rsquo;s LagunaBeach,Laguna Beach,Orange County,63,Layoff Temporary
03/20/2020,03/20/2020,04/01/2020,NickCo Hospitality LLC dba Nick&rsquo;sLaguna Beach,Laguna Beach,Orange County,63,Layoff Temporary
04/01/2020,04/01/2020,04/01/2020,Gerber Collision & Glass,Moreno Valley,Riverside County,7,Layoff Temporary
03/23/2020,03/23/2020,04/01/2020,Old Spaghetti Factory (Dariotis GroupRestaurants),Elk Grove,Sacramento County,67,Layoff Temporary
03/23/2020,03/24/2020,04/01/2020,National Funding,San Diego,San Diego County,104,Layoff Temporary
03/19/2020,03/20/2020,04/01/2020,Le Papagayo,Encinitas,San Diego County,87,Closure Temporary
03/19/2020,03/20/2020,04/01/2020,Beachside Bar and Grill,Encinitas,San Diego County,35,Closure Temporary
03/20/2020,03/20/2020,04/01/2020,"Kimball, Tirey & St. John LLP",San Diego,San Diego County,60,Layoff Temporary
03/20/2020,03/23/2020,04/01/2020,The Crossings,Carlsbad,San Diego County,134,Layoff Temporary
03/20/2020,05/20/2020,04/01/2020,"Lyric Hospitality, Inc.",San Francisco,San Francisco County,125,Layoff Permanent
03/21/2020,03/18/2020,04/01/2020,"Spa Havens, LP dba Cal-a-Vie Health Spa",Vista,San Francisco County,166,Layoff Temporary
03/19/2020,03/16/2020,04/01/2020,"Whitaker Construction Group, Inc.",Paso Robles,San Luis Obispo County,34,Layoff Temporary
03/23/2020,03/23/2020,04/01/2020,Dariotis Group Restaurants dba The OldSpaghetti Factory,Redwood City,San Mateo County,54,Layoff Temporary
03/23/2020,03/16/2020,04/01/2020,Hotel Californian,Santa Barbara,Santa Barbara County,197,Layoff Temporary
03/23/2020,03/22/2020,04/01/2020,"BBD West, Inc. dba Black Bear Diner",Gilroy,Santa Clara County,50,Closure Temporary
03/23/2020,03/23/2020,04/01/2020,The Old Spaghetti Factory (Dariotis GroupRestaurants),San Jose,Santa Clara County,118,Layoff Temporary
03/19/2020,03/18/2020,04/01/2020,NortonLifeLock Inc.,Mountain View,Santa Clara County,28,Layoff Permanent
03/18/2020,03/17/2020,04/01/2020,Boudin Bakery,Cupertino,Santa Clara County,40,Layoff Temporary
03/20/2020,03/23/2020,04/01/2020,AC Hotel San Jose Downtown,San Jose,Santa Clara County,65,Layoff Temporary
03/20/2020,03/20/2020,04/01/2020,Amici's East Coast Pizzeria,Vacaville,Solano County,80,Closure Unknown at thistime
03/19/2020,03/16/2020,04/01/2020,"Piazza Hotel Managment, Hotel Healdsburg",Healdsburg,Sonoma County,303,Layoff Temporary
03/19/2020,03/20/2020,04/01/2020,Lace House Linen,Petaluma,Sonoma County,35,Layoff Permanent
03/23/2020,03/20/2020,04/01/2020,"Tavistock Restaurants Upscale GroupHoldings, LLC dba Blackhawk Grille",Danville,Contra Costa County,56,Layoff Temporary
03/21/2020,03/30/2020,04/01/2020,Academy of Magical Arts,Los Angeles,Los Angeles County,190,Layoff Unknown at thistime
03/20/2020,03/20/2020,04/01/2020,W Hotel Los Angeles-West Beverly Hills,Los Angeles,Los Angeles County,130,Layoff Temporary
03/20/2020,03/25/2020,04/01/2020,dnata US Inflight Catering LLC,El Segundo,Los Angeles County,114,Layoff Permanent
03/21/2020,03/21/2020,04/01/2020,Hyatt Regency Newport Beach,Newport Beach,Orange County,216,Closure Temporary
03/20/2020,03/16/2020,04/01/2020,Hotel Republic San Diego,San Diego,San Diego County,108,Layoff Temporary
03/19/2020,03/20/2020,04/01/2020,Prospect International Airport Services Corp.,San Francisco,San Francisco County,108,Layoff Temporary
03/20/2020,03/13/2020,04/01/2020,TR Mission Management LLC,San Francisco,San Francisco County,159,Closure Temporary
03/20/2020,03/17/2020,04/01/2020,Fairmont San Francisco,San Francisco,San Francisco County,208,Layoff Temporary
03/23/2020,03/23/2020,04/01/2020,American Conservatory Theatre Foundation,San Francisco,San Francisco County,34,Layoff Temporary
03/23/2020,03/23/2020,04/01/2020,"Highgate Hotels, L.P. dba Hotel Whitcomb",San Francisco,San Francisco County,31,Layoff Temporary
03/20/2020,03/15/2020,04/01/2020,Pullman San Francisco Bay,Redwood City,San Mateo County,145,Layoff Temporary
03/23/2020,03/22/2020,04/01/2020,Hyatt Regency San Francisco Airport,Burlingame,San Mateo County,352,Layoff Temporary
03/20/2020,03/20/2020,04/01/2020,Desert Recreation District,Indio,Riverside County,278,Layoff Temporary
03/20/2020,04/03/2020,04/01/2020,"Huhtamaki, Inc.",Sacramento,Sacramento County,84,Layoff Temporary
03/20/2020,03/20/2020,04/01/2020,"Rumble Fitness, LLC",San Francisco,San Francisco County,20,Layoff Temporary
03/20/2020,03/20/2020,04/01/2020,"Rumble Fitness, LLC.",Palo Alto,Santa Clara County,15,Layoff Temporary
03/23/2020,03/23/2020,04/01/2020,Finney's Crafthouse,Ventura,Ventura County,82,Layoff Unknown at thistime
03/23/2020,03/23/2020,04/01/2020,Finney's Crafthouse,Westlake Village,Ventura County,46,Layoff Unknown at thistime
03/19/2020,03/19/2020,03/30/2020,Pyramid Pleasanton Management LP,Pleasanton,Alameda County,41,Layoff Temporary
03/20/2020,03/20/2020,03/30/2020,California Grand Casino,Pacheco,Contra Costa County,190,Layoff Unknown at thistime
03/23/2020,04/30/2020,03/30/2020,Taft Correctional Institution,Taft,Kern County,322,Closure Unknown at thistime
03/30/2020,03/30/2020,03/30/2020,"La Costa Mariscos, INC",Bakersfield,Kern County,130,Closure Temporary
03/23/2020,03/21/2020,03/30/2020,K & M Foodservice,Los Angeles,Los Angeles County,160,Layoff Unknown at thistime
03/23/2020,03/23/2020,03/30/2020,"Forty-Niner Shops, Inc.",Long Beach,Los Angeles County,562,Closure Temporary
03/30/2020,04/01/2020,03/30/2020,"1661, Inc. dba GOAT",Los Angeles,Los Angeles County,96,Layoff Permanent
03/19/2020,03/20/2020,03/30/2020,Napa Valley Marriott hotel and spa,Napa,Napa County,149,Layoff Temporary
03/19/2020,03/20/2020,03/30/2020,Auberge du Soleil,Rutherford,Napa County,220,Layoff Temporary
03/17/2020,03/17/2020,03/30/2020,24 Carrots,Costa Mesa,Orange County,112,Layoff Temporary
03/20/2020,03/20/2020,03/30/2020,YMCA of Orange County Association,Tustin,Orange County,56,Layoff Temporary
03/23/2020,03/19/2020,03/30/2020,"Fullerton Spaghetti Restaurant, Inc. dba TheOld Spaghetti Factory",Fullerton,Orange County,109,Layoff Temporary
03/23/2020,03/20/2020,03/30/2020,Sungevity,Temecula,Riverside County,218,Layoff Temporary
03/20/2020,03/21/2020,03/30/2020,Hyatt Regency Indian Wells Resort & Spa,Indian Wells,San Benito County,402,Closure Temporary
03/23/2020,03/23/2020,03/30/2020,"Redlands LLC, dba The Old Spaghetti Factory",Redlands,San Bernardino County,84,Layoff Unknown at thistime
03/23/2020,03/23/2020,03/30/2020,"The Winsford Company, LLC DBA ForbesIndustries",Ontario,San Bernardino County,146,Layoff Temporary
03/26/2020,03/26/2020,03/30/2020,"Eye-Fi Holdings, LLC",Solana Beach,San Diego County,4,Layoff Unknown at thistime
03/30/2020,03/24/2020,03/30/2020,"Soapy Joe's, Inc.",Santee,San Diego County,269,Layoff Temporary
03/22/2020,03/19/2020,03/30/2020,"OSF International, Inc. dba The Old SpaghettiFactory",San Diego,San Diego County,93,Layoff Temporary
03/20/2020,03/14/2020,03/30/2020,Embassy Suites by Hilton San Diego BayDowntown,San Diego,San Diego County,81,Layoff Temporary
03/20/2020,03/16/2020,03/30/2020,"SD6M Group, LLC dba Barleymash",San Diego,San Diego County,141,Layoff Temporary
03/23/2020,03/17/2020,03/30/2020,Boulevard Restaurant,San Francisco,San Francisco County,125,Layoff Temporary
03/20/2020,03/20/2020,03/30/2020,Quality Suites Downtown San Luis Obispo,San Luis Obispo,San Luis Obispo County,26,Layoff Temporary
03/20/2020,03/28/2020,03/30/2020,"The Ritz-Carlton Bacara, Santa Barbara",Santa Barbara,Santa Barbara County,86,Layoff Temporary
06/23/2020,03/30/3030,03/30/2020,Belmond El Encanto,Santa Barbara,Santa Barbara County,307,Layoff Temporary
03/23/2020,03/23/2020,03/30/2020,Associated Services,San Jose,Santa Clara County,54,Layoff Temporary
